³ë¼±¹øÈ£,°­³²±¸,°­µ¿±¸,°­ºÏ±¸,°­¼­±¸,°ü¾Ç±¸,±¤Áø±¸,±¸·Î±¸,±ÝÃµ±¸,³ë¿ø±¸,µµºÀ±¸,µ¿´ë¹®±¸,µ¿ÀÛ±¸,¸¶Æ÷±¸,¼­´ë¹®±¸,¼­ÃÊ±¸,¼ºµ¿±¸,¼ººÏ±¸,¼ÛÆÄ±¸,¾çÃµ±¸,¿µµîÆ÷±¸,¿ë»ê±¸,ÀºÆò±¸,Á¾·Î±¸,Áß±¸,Áß¶û±¸,00½Ã½ÂÂ÷ÃÑ½Â°´¼ö,1½Ã½ÂÂ÷ÃÑ½Â°´¼ö,2½Ã½ÂÂ÷ÃÑ½Â°´¼ö,3½Ã½ÂÂ÷ÃÑ½Â°´¼ö,4½Ã½ÂÂ÷ÃÑ½Â°´¼ö,5½Ã½ÂÂ÷ÃÑ½Â°´¼ö,6½Ã½ÂÂ÷ÃÑ½Â°´¼ö,7½Ã½ÂÂ÷ÃÑ½Â°´¼ö,8½Ã½ÂÂ÷ÃÑ½Â°´¼ö,9½Ã½ÂÂ÷ÃÑ½Â°´¼ö,10½Ã½ÂÂ÷ÃÑ½Â°´¼ö,11½Ã½ÂÂ÷ÃÑ½Â°´¼ö,12½Ã½ÂÂ÷ÃÑ½Â°´¼ö,13½Ã½ÂÂ÷ÃÑ½Â°´¼ö,14½Ã½ÂÂ÷ÃÑ½Â°´¼ö,15½Ã½ÂÂ÷ÃÑ½Â°´¼ö,16½Ã½ÂÂ÷ÃÑ½Â°´¼ö,17½Ã½ÂÂ÷ÃÑ½Â°´¼ö,18½Ã½ÂÂ÷ÃÑ½Â°´¼ö,19½Ã½ÂÂ÷ÃÑ½Â°´¼ö,20½Ã½ÂÂ÷ÃÑ½Â°´¼ö,21½Ã½ÂÂ÷ÃÑ½Â°´¼ö,22½Ã½ÂÂ÷ÃÑ½Â°´¼ö,23½Ã½ÂÂ÷ÃÑ½Â°´¼ö,ÃÑ½ÂÂ÷½Â°´¼ö,Áö³ª´Â Áö¿ª±¸ °ÅÁÖ¹Î Æò±Õ (¹Ý¿Ã¸²),Áö³ª´Â Áö¿ª±¸ °ÅÁÖ¹Î ÇÕ,³ë¼±º° °ãÄ¡´Â ³ë¼± ¼ö,È¯½Â ºñÀ² ÃÑ ½Â°´¼ö,ÃÑ½Â°´¼ö/°Å¸®
320 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1392 ,8 ,0 ,0 ,2952 ,9349 ,14685 ,27292 ,32474 ,22071 ,16088 ,16687 ,18400 ,19394 ,19916 ,23212 ,27707 ,28628 ,31302 ,23012 ,17487 ,17145 ,16433 ,6068 ,391702 ,473371 ,1420113 ,20 ,193290 ,9917 
333 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2495 ,271 ,0 ,0 ,1001 ,3645 ,8931 ,20771 ,25322 ,17745 ,12838 ,12545 ,14674 ,15577 ,16101 ,20099 ,22971 ,25349 ,24791 ,18202 ,13585 ,15339 ,18568 ,7027 ,317847 ,603327 ,1206653 ,24 ,232182 ,6835 
340 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3675 ,252 ,0 ,0 ,1781 ,7944 ,18109 ,47791 ,58566 ,39202 ,27208 ,27126 ,31805 ,33864 ,33652 ,38040 ,48716 ,50689 ,55517 ,42905 ,31618 ,33795 ,38222 ,14584 ,685061 ,525143 ,2100571 ,12 ,100644 ,16668 
341 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6245 ,1131 ,6 ,0 ,1022 ,4496 ,10904 ,23259 ,28973 ,19400 ,13217 ,12481 ,13583 ,14627 ,15305 ,16935 ,17871 ,18649 ,20490 ,15033 ,12810 ,13360 ,14232 ,10027 ,304056 ,525143 ,2100571 ,15 ,201353 ,5694 
342 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1069 ,33 ,0 ,0 ,3089 ,4109 ,9643 ,22902 ,24805 ,19262 ,13404 ,12494 ,13763 ,14717 ,14393 ,16143 ,19555 ,22137 ,27010 ,19576 ,14144 ,13655 ,15172 ,5379 ,306454 ,558489 ,1675468 ,16 ,160761 ,6810 
343 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,67 ,0 ,0 ,0 ,97 ,680 ,1834 ,3948 ,4619 ,2661 ,1772 ,1606 ,1893 ,2034 ,1832 ,2237 ,2740 ,3229 ,4724 ,3280 ,2002 ,2060 ,2365 ,905 ,46585 ,603327 ,1206653 ,12 ,85153 ,1934 
350 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1489 ,81 ,0 ,0 ,2146 ,3668 ,7359 ,23300 ,33270 ,22127 ,14012 ,12815 ,14751 ,15779 ,16149 ,17358 ,21378 ,22283 ,28832 ,18508 ,14010 ,14893 ,15771 ,4663 ,324642 ,507490 ,2029961 ,34 ,264160 ,6341 
360 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,7196 ,1036 ,1 ,0 ,7241 ,9323 ,15490 ,43560 ,58485 ,41286 ,27121 ,27178 ,30263 ,33711 ,34135 ,37653 ,43613 ,49274 ,57732 ,40486 ,30863 ,32321 ,36808 ,12823 ,677599 ,501982 ,2007928 ,58 ,916751 ,12165 
362 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,3569 ,1060 ,65 ,0 ,1165 ,3398 ,7696 ,23978 ,29617 ,20005 ,14816 ,15812 ,18683 ,20093 ,20478 ,23461 ,28309 ,31111 ,34093 ,22422 ,16822 ,16832 ,19370 ,8937 ,381792 ,501982 ,2007928 ,37 ,620034 ,6051 
370 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,5349 ,67 ,0 ,0 ,8895 ,13086 ,21160 ,45324 ,55737 ,37523 ,32261 ,33447 ,34901 ,36300 ,36576 ,39473 ,44699 ,51492 ,57527 ,38684 ,29711 ,29166 ,28174 ,12118 ,691670 ,259491 ,1297457 ,39 ,947367 ,14203 
400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,952 ,21 ,0 ,0 ,640 ,2391 ,7965 ,22750 ,36084 ,23999 ,15204 ,16079 ,18573 ,20359 ,20840 ,22158 ,27148 ,30428 ,34185 ,23101 ,16375 ,16157 ,16655 ,4144 ,376208 ,239679 ,958714 ,50 ,924938 ,7690 
401 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,834 ,11 ,0 ,0 ,1582 ,3041 ,6886 ,20515 ,30251 ,18520 ,12240 ,13126 ,13640 ,14361 ,14221 ,15747 ,17911 ,19923 ,24998 ,16365 ,11604 ,11002 ,10990 ,3368 ,281136 ,360895 ,2165367 ,49 ,377206 ,5337 
402 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,4142 ,1045 ,120 ,0 ,1114 ,3323 ,10360 ,26157 ,33820 ,25858 ,20468 ,21532 ,24595 ,25512 ,26057 ,28788 ,33229 ,35765 ,40803 ,28821 ,20955 ,22372 ,24293 ,8019 ,467148 ,401760 ,2008800 ,37 ,744271 ,8239 
405 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,285 ,0 ,0 ,0 ,541 ,3257 ,5983 ,12968 ,22419 ,13107 ,8952 ,9799 ,10812 ,12043 ,12344 ,12941 ,14597 ,14325 ,15986 ,9724 ,7105 ,7249 ,7775 ,2353 ,204565 ,267382 ,802147 ,45 ,231226 ,4660 
406 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,654 ,10 ,0 ,0 ,988 ,1850 ,4525 ,13210 ,16627 ,9552 ,7817 ,7820 ,9070 ,10127 ,10275 ,10600 ,12361 ,13403 ,15157 ,9753 ,6547 ,6677 ,6270 ,2327 ,175620 ,335421 ,1341685 ,47 ,276910 ,4229 
420 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,3184 ,192 ,0 ,0 ,2542 ,8685 ,15436 ,38220 ,50582 ,33135 ,23860 ,24972 ,29291 ,30902 ,30393 ,32703 ,40457 ,48068 ,52022 ,34676 ,24356 ,27875 ,30222 ,9061 ,590834 ,299446 ,1796673 ,46 ,1238186 ,12789 
421 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,2492 ,76 ,0 ,0 ,3339 ,7352 ,14319 ,39176 ,61070 ,40770 ,29133 ,27875 ,31976 ,33611 ,34500 ,38369 ,41835 ,45036 ,51476 ,35534 ,26601 ,29071 ,30915 ,7939 ,632465 ,299446 ,1796673 ,65 ,994297 ,11047 
440 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1702 ,115 ,0 ,0 ,1498 ,4212 ,11043 ,26275 ,31250 ,21072 ,14080 ,13733 ,15208 ,15427 ,15282 ,18410 ,23806 ,28921 ,34871 ,21764 ,14663 ,14314 ,15624 ,5646 ,348916 ,546109 ,1092218 ,32 ,757353 ,7121 
441 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1010 ,6 ,0 ,0 ,2042 ,5469 ,14413 ,30074 ,34538 ,21734 ,14887 ,13998 ,16625 ,17890 ,18298 ,20629 ,24040 ,32304 ,39813 ,24525 ,18385 ,18969 ,17832 ,6179 ,393660 ,425103 ,425103 ,23 ,718596 ,6141 
452 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5504 ,2997 ,203 ,0 ,5416 ,6663 ,12379 ,27702 ,35956 ,25269 ,19476 ,20564 ,23345 ,24255 ,24175 ,28317 ,32034 ,36429 ,38954 ,25157 ,19142 ,20415 ,21073 ,10118 ,465543 ,507490 ,2029961 ,34 ,855904 ,7420 
461 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2653 ,110 ,0 ,0 ,2039 ,8024 ,13704 ,31762 ,39006 ,30240 ,22135 ,21911 ,26086 ,26566 ,27577 ,31069 ,37547 ,40979 ,44566 ,34003 ,27886 ,29520 ,29847 ,8913 ,536143 ,489529 ,2937171 ,33 ,328316 ,8551 
463 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,626 ,0 ,0 ,0 ,2651 ,5824 ,11825 ,32388 ,48985 ,35850 ,20093 ,19766 ,21122 ,22636 ,22869 ,24621 ,25069 ,31209 ,39862 ,25497 ,18823 ,20810 ,18530 ,4824 ,453880 ,363009 ,2178056 ,42 ,263864 ,9169 
470 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1798 ,22 ,0 ,0 ,4601 ,7310 ,14223 ,33808 ,40435 ,26401 ,19039 ,19546 ,21075 ,22543 ,22483 ,22381 ,25696 ,34646 ,41309 ,24931 ,17914 ,18522 ,18807 ,5223 ,442713 ,447619 ,1342857 ,62 ,1527457 ,7596 
472 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2044 ,49 ,0 ,0 ,2009 ,7222 ,12514 ,28408 ,38155 ,31948 ,22627 ,21564 ,24361 ,26146 ,26106 ,28298 ,31402 ,33835 ,37206 ,27232 ,23081 ,25232 ,25676 ,8249 ,483364 ,323700 ,1294798 ,52 ,396194 ,12191 
500 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2794 ,48 ,0 ,0 ,5538 ,6919 ,13265 ,33354 ,40382 ,23219 ,17063 ,17017 ,18484 ,18746 ,18923 ,22063 ,26808 ,31162 ,41596 ,28560 ,20810 ,21231 ,20800 ,6952 ,435734 ,304791 ,1523953 ,45 ,863780 ,9948 
501 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,3618 ,6261 ,8251 ,18696 ,22287 ,15384 ,11396 ,11674 ,14111 ,14436 ,14304 ,16231 ,19289 ,21367 ,24987 ,17643 ,13405 ,14033 ,13099 ,3237 ,283710 ,287191 ,1435956 ,48 ,949414 ,9482 
502 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,4951 ,1280 ,58 ,0 ,291 ,3106 ,7401 ,20226 ,24164 ,15659 ,12165 ,12270 ,13279 ,13875 ,14093 ,16471 ,19623 ,23350 ,27662 ,16901 ,13137 ,14308 ,14964 ,9013 ,298247 ,300088 ,1200352 ,30 ,615552 ,4014 
503 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,206 ,0 ,0 ,0 ,1480 ,2588 ,4334 ,9492 ,12804 ,8458 ,6389 ,6487 ,7378 ,7832 ,8416 ,9010 ,9634 ,10734 ,12297 ,7967 ,6086 ,6837 ,6243 ,1507 ,146179 ,301697 ,1206789 ,38 ,294354 ,3248 
504 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1426 ,0 ,0 ,0 ,10826 ,15092 ,18704 ,37583 ,44066 ,28226 ,20145 ,21491 ,24275 ,25330 ,24067 ,26886 ,29430 ,32769 ,39957 ,29592 ,23166 ,25192 ,23106 ,7893 ,509222 ,325105 ,1950628 ,49 ,861484 ,11563 
505 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,708 ,1 ,0 ,0 ,3895 ,7886 ,13907 ,28343 ,33557 ,22053 ,15735 ,15206 ,17403 ,18389 ,18119 ,20986 ,24363 ,29518 ,36284 ,22625 ,16874 ,15352 ,15302 ,4443 ,380949 ,308260 ,1849558 ,37 ,307673 ,6637 
506 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1352 ,0 ,0 ,0 ,1754 ,5628 ,10065 ,24393 ,26936 ,20184 ,16482 ,15470 ,18650 ,19917 ,21363 ,24743 ,27865 ,28037 ,30537 ,22519 ,17785 ,17230 ,18754 ,6356 ,376020 ,287191 ,1435956 ,38 ,877331 ,8527 
507 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,2440 ,210 ,0 ,0 ,7154 ,8459 ,11110 ,25853 ,31613 ,19151 ,14556 ,13979 ,14922 ,15066 ,14767 ,17363 ,19969 ,24094 ,28177 ,20428 ,14103 ,15295 ,14761 ,5564 ,339034 ,286589 ,2006125 ,41 ,749588 ,6545 
540 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4704 ,1402 ,208 ,0 ,0 ,2963 ,10576 ,26010 ,32907 ,19698 ,15505 ,14294 ,15583 ,16713 ,18251 ,20456 ,25291 ,28348 ,31556 ,21740 ,16729 ,16219 ,17845 ,8386 ,365384 ,411654 ,823308 ,17 ,282592 ,7040 
541 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4180 ,1031 ,16 ,0 ,308 ,4888 ,9098 ,19515 ,22015 ,12501 ,9019 ,8847 ,10468 ,11985 ,11694 ,13672 ,16313 ,17806 ,20968 ,14162 ,11395 ,11583 ,11525 ,7193 ,250182 ,482321 ,964641 ,19 ,174975 ,4412 
542 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1660 ,645 ,38 ,0 ,861 ,2637 ,4067 ,10504 ,12701 ,7284 ,5350 ,5581 ,5900 ,6137 ,6315 ,7285 ,9475 ,13168 ,14186 ,8725 ,6433 ,6857 ,6501 ,3026 ,145336 ,482321 ,964641 ,24 ,640792 ,2186 
571 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1558 ,25 ,0 ,0 ,2845 ,6113 ,12471 ,30122 ,33308 ,23962 ,17748 ,18584 ,21803 ,22759 ,23295 ,26894 ,30746 ,31594 ,31574 ,22103 ,18463 ,21225 ,24370 ,7607 ,429169 ,397016 ,1985081 ,29 ,131307 ,7441 
600 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,3109 ,109 ,0 ,0 ,9566 ,10521 ,16220 ,36293 ,40516 ,25697 ,19529 ,19143 ,21082 ,22715 ,22769 ,26084 ,29825 ,34374 ,41927 ,28418 ,21231 ,20067 ,19883 ,7867 ,476945 ,335417 ,1341669 ,29 ,266197 ,12518 
601 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1225 ,5 ,0 ,0 ,4172 ,6597 ,12245 ,25220 ,34656 ,21403 ,16412 ,17305 ,19594 ,20304 ,20387 ,21134 ,24793 ,27044 ,30695 ,19867 ,16565 ,18644 ,17043 ,5253 ,380563 ,333618 ,1334470 ,48 ,699490 ,7357 
602 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,761 ,0 ,0 ,0 ,2365 ,5957 ,11783 ,30654 ,34244 ,21264 ,16462 ,16985 ,18830 ,20248 ,19944 ,23186 ,27697 ,30975 ,39129 ,26776 ,19848 ,20492 ,20716 ,7091 ,415407 ,307732 ,1846394 ,39 ,402633 ,10525 
603 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1282 ,1 ,0 ,0 ,2413 ,4629 ,7707 ,18260 ,21451 ,16112 ,13329 ,14023 ,16635 ,17776 ,17782 ,20475 ,22370 ,22996 ,23467 ,16706 ,12682 ,12945 ,14401 ,4799 ,302241 ,248199 ,992797 ,41 ,266047 ,8116 
604 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,2661 ,96 ,0 ,0 ,5824 ,6183 ,8006 ,21018 ,25668 ,15284 ,12404 ,12831 ,13670 ,14556 ,14015 ,15388 ,18186 ,22156 ,26063 ,17887 ,13138 ,14811 ,15733 ,6133 ,301711 ,359424 ,2515967 ,43 ,309530 ,7133 
605 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1621 ,24 ,0 ,0 ,4740 ,4850 ,8251 ,21787 ,29825 ,17866 ,14649 ,16422 ,18398 ,19591 ,19080 ,22168 ,24981 ,29158 ,36323 ,23654 ,18007 ,18144 ,18411 ,5320 ,373270 ,416687 ,2083434 ,35 ,658442 ,6514 
606 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1585 ,64 ,0 ,0 ,2871 ,5440 ,9717 ,21490 ,25499 ,16186 ,13246 ,13138 ,13941 ,15058 ,15595 ,17407 ,20430 ,22208 ,23534 ,15427 ,12597 ,13257 ,12782 ,4784 ,296256 ,382582 ,2295490 ,30 ,487187 ,4710 
640 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1082 ,1 ,0 ,0 ,4928 ,9780 ,9294 ,19683 ,22219 ,15146 ,12287 ,12667 ,14323 ,16077 ,15279 ,16441 ,18421 ,20460 ,22760 ,16796 ,12879 ,12041 ,12498 ,4446 ,289508 ,444387 ,2221935 ,44 ,393970 ,7268 
641 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1933 ,2 ,0 ,0 ,7511 ,13344 ,19588 ,46568 ,58807 ,34722 ,22654 ,19915 ,22184 ,24202 ,27030 ,32021 ,36711 ,43980 ,55561 ,37702 ,27646 ,26959 ,29327 ,10594 ,598961 ,432630 ,1730518 ,40 ,376739 ,14402 
643 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2578 ,0 ,0 ,0 ,3341 ,9358 ,17024 ,36449 ,39330 ,30576 ,23372 ,24674 ,28046 ,29452 ,28641 ,32711 ,38806 ,40008 ,43065 ,32642 ,26936 ,28303 ,29958 ,10792 ,556062 ,428190 ,2569141 ,27 ,367574 ,12357 
650 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1053 ,0 ,0 ,0 ,5157 ,7686 ,9874 ,25616 ,30587 ,18465 ,14038 ,13672 ,15006 ,16397 ,15931 ,17925 ,19998 ,21657 ,27103 ,18965 ,14707 ,15312 ,15497 ,5223 ,329869 ,468848 ,2344238 ,33 ,378566 ,7765 
651 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1441 ,22 ,0 ,0 ,3722 ,9340 ,15692 ,28142 ,26588 ,21646 ,16911 ,16462 ,17563 ,19181 ,19466 ,22575 ,26051 ,26013 ,30946 ,23500 ,19402 ,18694 ,16902 ,6831 ,387090 ,442840 ,2214202 ,17 ,178075 ,7516 
652 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3165 ,219 ,0 ,0 ,4931 ,12124 ,17969 ,38013 ,39010 ,26216 ,18980 ,18953 ,20652 ,21213 ,22784 ,26477 ,30669 ,30932 ,36160 ,28838 ,22539 ,21281 ,20584 ,9539 ,471248 ,427516 ,1710062 ,16 ,165501 ,9838 
653 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,253 ,0 ,0 ,0 ,861 ,4152 ,6291 ,10284 ,10151 ,7232 ,5119 ,4802 ,5019 ,5477 ,4911 ,5218 ,7284 ,8142 ,10029 ,8151 ,6283 ,6813 ,5868 ,2524 ,124864 ,427796 ,1283387 ,12 ,107525 ,4472 
654 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1167 ,10 ,0 ,0 ,3654 ,6641 ,10115 ,24512 ,28137 ,19432 ,14649 ,14675 ,15526 ,16407 ,16146 ,18922 ,21744 ,23953 ,28555 ,18979 ,13975 ,14916 ,15353 ,4636 ,332104 ,453355 ,2266773 ,25 ,209247 ,7463 
